"Urun_Ad",Marka,Seri,"Urun_URL",SSD,"Islemci_Turu","Islemci_Nesli","Islemci_Modeli","Islemci_Cekirdek_Sayisi","Islemci_Hizi","Ekran_Kart","Ekran_Karti_Modeli","Ekran_Karti_Tipi","Ekran_Karti_Hafizasi",RAM,"RAM_Frekans","Ram_Turu","Cozunurluk_Format","Ekran_Boyutu","Ekran_Cozunurlugu","Ekran_Yenileme_Hizi","Panel_Tipi","Isletim_Sistemi",Agirlik,"Pil_Gucu",Fiyat
"Dell Gaming G15 5530 Intel Core I7 13650HX 64GB 2tb SSD RTX4060 Windows 11 Pro 15.6"" Fhd 165Hz Taşınabilir Bilgisayar DLG5530G15UA55",Dell,"Dell G15","https//www.akakce.com/oyun-bilgisayari/en-ucuz-dell-gaming-g15-5530-intel-core-i7-13650hx-64gb-2tb-ssd-rtx4060-windows-11-pro-15-6-fhd-165hz-tasinabilir-bilgisayar-dlg5530g15ua55-fiyati,323714725.html","1 TB","Intel Core i7","13. Nesil","i7-13650HX",14,"3.60 GHz",NVIDIA,"RTX 4060",Harici,"6 GB","64 GB","3200 MHz",DDR4,"Full HD","15.6 inç","1920x1080 px","144 Hz",IPS,"Windows 11 Professional",,"56 Wh","63.190"
"Dell Gaming G15 5530 Intel Core I7 13650HX 32GB 1tb SSD RTX4060 Windows 11 Pro 15.6"" Fhd 165Hz Taşınabilir Bilgisayar DLG5530G15UA34",Dell,"Dell G15","https//www.akakce.com/oyun-bilgisayari/en-ucuz-dell-gaming-g15-5530-intel-core-i7-13650hx-32gb-1tb-ssd-rtx4060-windows-11-pro-15-6-fhd-165hz-tasinabilir-bilgisayar-dlg5530g15ua34-fiyati,323714801.html","1 TB","Intel Core i7","13. Nesil","i7-13650HX",14,"3.60 GHz",NVIDIA,"RTX 4060",Harici,"6 GB","32 GB","3200 MHz",DDR4,"Full HD","15.6 inç","1920x1080 px","144 Hz",IPS,"Windows 11 Professional",,"56 Wh","56.833"
"Asus Rog Strix G16 Intel İ7-13650Hx 32 Gb Ram 1 Tb Ssd 8Gb Rtx4060 Freedos G614jv-N3157 Zi704",Asus,"Asus Rog","https//www.akakce.com/oyun-bilgisayari/en-ucuz-asus-rog-strix-g16-intel-i7-13650hx-32-gb-ram-1-tb-ssd-8gb-rtx4060-freedos-g614jv-n3157-zi704-fiyati,369397921.html","1 TB",,,,,,,,,"6 GB","16 GB","3200 MHz",DDR4,"Full HD","15.6 inç","1920x1080 px","144 Hz",IPS,"Free Dos",,"60 Wh","70.798"
"Acer Nitro V 15 NH.QNBEY.001+165 Intel Core i5 13420H 15.6 "" 16 GB RAM 512 GB SSD RTX4050 6 GB FHD IPS FreeDOS Gaming Laptop",Acer,"Acer Nitro","https//www.akakce.com/oyun-bilgisayari/en-ucuz-acer-nitro-v-15-nh-qnbey-001-165-intel-core-i5-13420h-15-6-16-gb-ram-512-gb-ssd-rtx4050-6-gb-fhd-ips-freedos-gaming-laptop-fiyati,429683387.html","512 GB","Intel Core i5","13. Nesil","i5-13420H",8,"3.40 GHz",NVIDIA,"RTX 4050",Harici,"6 GB","16 GB","3200 MHz",DDR4,"Full HD","15.6 inç","1920x1080 px","144 Hz",IPS,"Free Dos",,"60 Wh","35.999"
"Turbox EpicX i5 3470 16GB Ram 256GB SSD 8GB RX580 Oyuncu Bilgisayarı",Turbox,"Turbox EpicX","https//www.akakce.com/oyun-bilgisayari/en-ucuz-turbox-epicx-i5-3470-16gb-ram-256gb-ssd-8gb-rx580-oyuncu-bilgisayari-fiyati,583119272.html","1 TB",,,,,,,,,"6 GB","16 GB","3200 MHz",DDR4,"Full HD","15.6 inç","1920x1080 px","144 Hz",IPS,"Free Dos",,"60 Wh","8.999"
"Dragos DRx6885 Ryzen 7 5700X 32GB Ram 1TB NVMe RTX3050 27 165Hz Curved Oyuncu Masaüstü Bilgisayarı",Dragos,"Dragos DRx6885","https//www.akakce.com/oyun-bilgisayari/en-ucuz-dragos-drx6885-ryzen-7-5700x-32gb-ram-1tb-nvme-rtx3050-27-165hz-curved-oyuncu-i-fiyati,652249102.html","1 TB",,,,,,,,,"6 GB","16 GB","3200 MHz",DDR4,"Full HD","15.6 inç","1920x1080 px","144 Hz",IPS,"Free Dos",,"60 Wh","32.013"
"Xaser XSR444 Ryzen 5 5600 32GB Ram 1tb M.2 Nvme SSD 8gb RTX4060 Ekran Kartı Oyun Bilgisayarı",Xaser,"Xaser XSR444","https//www.akakce.com/oyun-bilgisayari/en-ucuz-xaser-xsr444-ryzen-5-5600-32gb-ram-1tb-m-2-nvme-ssd-8gb-rtx4060-ekran-karti-fiyati,663984067.html","1 TB",,,,,,,,,"6 GB","16 GB","3200 MHz",DDR4,"Full HD","15.6 inç","1920x1080 px","144 Hz",IPS,"Free Dos",,"60 Wh","27.426"
"DFS GAMİNG REVENGEB BARD AMD RYZEN 7 7800X3D RTX 4060Tİ B650M ANAKART 1TB M.2 NVME 32GB DDR5 RAM OYUNCU BİLGİSAYARI",DFS,"DFS GAMİNG","https//www.akakce.com/oyun-bilgisayari/en-ucuz-dfs-gaming-revengeb-bard-amd-ryzen-7-7800x3d-rtx-4060ti-b650m-anakart-1tb-m-2-nvme-32gb-ddr5-ram-oyuncu-bilgisayari-fiyati,665400410.html","1 TB",,,,,,,,,"6 GB","16 GB","3200 MHz",DDR4,"Full HD","15.6 inç","1920x1080 px","144 Hz",IPS,"Free Dos",,"60 Wh","55.557"
"Asus Rog Strix G16 G614JVRA51-N3095A51 Intel Core I9 14900HX 64GB 2tb SSD RTX4060 Windows 11 Home 16"" Fhd+ 165Hz Taşınabilir Bilgisayar",Asus,"Asus Rog","https//www.akakce.com/oyun-bilgisayari/en-ucuz-asus-rog-strix-g16-g614jvra51-n3095a51-intel-core-i9-14900hx-64gb-2tb-ssd-rtx4060-windows-11-home-16-fhd-165hz-tasinabilir-bilgisayar-fiyati,747038523.html","1 TB",,,,,,,,,"6 GB","16 GB","3200 MHz",DDR4,"Full HD","15.6 inç","1920x1080 px","144 Hz",IPS,"Free Dos",,"60 Wh","92.616"
"GAMDIAS TIGER-556, RYZEN 5 5600, 16Gb Ram, 512Gb NVMe SSD, 8Gb GDDR5 RX580 Ekran Kartı, 500W Kasa, Free Dos GAMING PC",GAMDIAS,"GAMDIAS TIGER-556,","https//www.akakce.com/oyun-bilgisayari/en-ucuz-gamdias-tiger-556-ryzen-5-5600-16gb-ram-512gb-nvme-ssd-8gb-gddr5-rx580-ekran-karti-500w-kasa-free-dos-gaming-pc-fiyati,747170060.html","1 TB",,,,,,,,,"6 GB","16 GB","3200 MHz",DDR4,"Full HD","15.6 inç","1920x1080 px","144 Hz",IPS,"Free Dos",,"60 Wh","19.992"
"Dell Alienware M16 R2 AWM16-7025BLK00TT03 Ultra7 155H 32GB 1TBSSD RTX4070 16"" QHD+ W11H Taşınabilir Bilgisayar",Dell,"Dell Alienware","https//www.akakce.com/oyun-bilgisayari/en-ucuz-dell-alienware-m16-r2-awm16-7025blk00tt03-ultra7-155h-32gb-1tbssd-rtx4070-16-qhd-w11h-tasinabilir-bilgisayar-fiyati,758860509.html","1 TB",,,,,,,,,"6 GB","16 GB","3200 MHz",DDR4,"Full HD","15.6 inç","1920x1080 px","144 Hz",IPS,"Free Dos",,"60 Wh","94.486"
"Gigabyte Stealth RaXius GSR1 i7 3070-147KF04 i7-14700KF 32GB 1TBSSD+1TBSSD RTX3070 FreeDOS Gaming Masaüstü Bilgisayar",Gigabyte,"Gigabyte Stealth","https//www.akakce.com/oyun-bilgisayari/en-ucuz-gigabyte-stealth-raxius-gsr1-i7-3070-147kf04-i7-14700kf-32gb-1tbssd-1tbssd-rtx3070-freedos-gaming-masaustu-bilgisayar-fiyati,800349685.html","1 TB",,,,,,,,,"6 GB","16 GB","3200 MHz",DDR4,"Full HD","15.6 inç","1920x1080 px","144 Hz",IPS,"Free Dos",,"60 Wh","61.314"
"Casper Excalibur E65H.124F-BF50X-0HC i5-12400F 16 GB 1 TB SSD RTX3050 Masaüstü Oyun Bilgisayarı",Casper,"Casper Excalibur","https//www.akakce.com/oyun-bilgisayari/en-ucuz-casper-excalibur-e65h-124f-bf50x-0hc-i5-12400f-16-gb-1-tb-ssd-rtx3050-masaustu-fiyati,131857656.html","1 TB","Intel Core i5","12. Nesil","i5-12400F",6,"2.50 GHz",NVIDIA,"RTX 3050",Harici,"6 GB","16 GB","3200 MHz",DDR4,"Full HD","15.6 inç","1920x1080 px","144 Hz",IPS,"Free Dos",,"60 Wh","41.500"
"Lenovo LOQ 15ARP9A82 AMD Ryzen 7 7435HS 16GB 512GB SSD RTX4070 Windows 10 Pro 15.6"" FHD 144Hz IPS 83JC00CUTRA82",Lenovo,"Lenovo LOQ","https//www.akakce.com/oyun-bilgisayari/en-ucuz-lenovo-loq-15arp9a82-amd-ryzen-7-7435hs-16gb-512gb-ssd-rtx4070-windows-10-pro-15-6-fhd-144hz-ips-83jc00cutra82-fiyati,954482807.html","1 TB",,,,,,,,,"6 GB","16 GB","3200 MHz",DDR4,"Full HD","15.6 inç","1920x1080 px","144 Hz",IPS,"Free Dos",,"60 Wh","54.063"
"MSI Thin 15 B12UCXA12-2634XTRA12 Intel Core i5 12450H 15.6 "" 64 GB RAM 1 TB SSD RTX2050 W11Home Gaming Laptop",MSI,"MSI Thin","https//www.akakce.com/oyun-bilgisayari/en-ucuz-msi-thin-15-b12ucxa12-2634xtra12-intel-core-i5-12450h-15-6-64-gb-ram-1-tb-ssd-rtx2050-w11home-gaming-laptop-fiyati,960377278.html","1 TB",,,,,,,,,"6 GB","16 GB","3200 MHz",DDR4,"Full HD","15.6 inç","1920x1080 px","144 Hz",IPS,"Free Dos",,"60 Wh","34.568"
"Msı Cyborg 15 A13Ve7 İ7-13620H 32Gb 512Gb Ssd Rtx4050/6Gb 15.6"" Fhd 144Hz Fdos & Per4 Çanta","Msı","Msı Cyborg","https//www.akakce.com/oyun-bilgisayari/en-ucuz-msi-cyborg-15-a13ve7-i7-13620h-32gb-512gb-ssd-rtx4050-6gb-15-6-fhd-144hz-fdos-per4-canta-fiyati,960987006.html","1 TB",,,,,,,,,"6 GB","16 GB","3200 MHz",DDR4,"Full HD","15.6 inç","1920x1080 px","144 Hz",IPS,"Free Dos",,"60 Wh","46.134"
"ASUS Tuf Gaming FX507ZC4-HN081 GTI116 Intel Core I5 12500H 16GB 1TB SSD RTX3050 Freedos 15.6"" Fhd",ASUS,"ASUS Tuf","https//www.akakce.com/oyun-bilgisayari/en-ucuz-asus-tuf-gaming-fx507zc4-hn081-gti116-intel-core-i5-12500h-16gb-1tb-ssd-rtx3050-freedos-15-6-fhd-fiyati,965511874.html","1 TB",,,,,,,,,"6 GB","16 GB","3200 MHz",DDR4,"Full HD","15.6 inç","1920x1080 px","144 Hz",IPS,"Free Dos",,"60 Wh","30.673"
"Gamdıas Hurrıcane-1Bb, Ryzen 7 7700X, 32Gb Ddr5 Ram, 1Tb Nvme Ssd, 8Gb Gddr6 Rtx4060 Ekran Karti, 750W Kasa, Free Dos Gamıng Pc","Gamdıas","Gamdıas Hurrıcane-1Bb,","https//www.akakce.com/oyun-bilgisayari/en-ucuz-gamdias-hurricane-1bb-ryzen-7-7700x-32gb-ddr5-ram-1tb-nvme-ssd-8gb-gddr6-rtx4060-ekran-karti-750w-kasa-free-dos-gaming-pc-fiyati,966285913.html","1 TB",,,,,,,,,"6 GB","16 GB","3200 MHz",DDR4,"Full HD","15.6 inç","1920x1080 px","144 Hz",IPS,"Free Dos",,"60 Wh","48.803"
"Msı Katana 15 B13VGKA30-1874XTRA30 Intel Core I7 13620H 64GB 2tb SSD RTX4070 Freedos 15.6"" Fhd 144Hz IPS Taşınabilir Bilgisayar","Msı","Msı Katana","https//www.akakce.com/oyun-bilgisayari/en-ucuz-msi-katana-15-b13vgka30-1874xtra30-intel-core-i7-13620h-64gb-2tb-ssd-rtx4070-freedos-15-6-fhd-144hz-ips-tasinabilir-bilgisayar-fiyati,966843644.html","1 TB",,,,,,,,,"6 GB","16 GB","3200 MHz",DDR4,"Full HD","15.6 inç","1920x1080 px","144 Hz",IPS,"Free Dos",,"60 Wh","77.201"
"Msı Cyborg 15 A13Ve7 İ7-13620H 8Gb 512Gb Ssd Rtx4050/6Gb 15.6"" Fhd 144Hz W11H & Per4 Çanta","Msı","Msı Cyborg","https//www.akakce.com/oyun-bilgisayari/en-ucuz-msi-cyborg-15-a13ve7-i7-13620h-8gb-512gb-ssd-rtx4050-6gb-15-6-fhd-144hz-w11h-per4-canta-fiyati,966843853.html","1 TB",,,,,,,,,"6 GB","16 GB","3200 MHz",DDR4,"Full HD","15.6 inç","1920x1080 px","144 Hz",IPS,"Free Dos",,"60 Wh","44.034"
"Msı Cyborg 15 A13Ve7 İ7-13620H 40Gb 512Gb Ssd Rtx4050/6Gb 15.6"" Fhd 144Hz W11P & Per4 Çanta","Msı","Msı Cyborg","https//www.akakce.com/oyun-bilgisayari/en-ucuz-msi-cyborg-15-a13ve7-i7-13620h-40gb-512gb-ssd-rtx4050-6gb-15-6-fhd-144hz-w11p-per4-canta-fiyati,966843862.html","1 TB",,,,,,,,,"6 GB","16 GB","3200 MHz",DDR4,"Full HD","15.6 inç","1920x1080 px","144 Hz",IPS,"Free Dos",,"60 Wh","50.105"
"Msı Thın 15 B12UCXA28-2634XTRA28 Intel Core I5 12450H 64GB 2tb SSD RTX2050 Windows 10 Pro 15.6"" Taşınabilir Bilgisayar","Msı","Msı Thın","https//www.akakce.com/oyun-bilgisayari/en-ucuz-msi-thin-15-b12ucxa28-2634xtra28-intel-core-i5-12450h-64gb-2tb-ssd-rtx2050-windows-10-pro-15-6-tasinabilir-bilgisayar-fiyati,966843967.html","1 TB",,,,,,,,,"6 GB","16 GB","3200 MHz",DDR4,"Full HD","15.6 inç","1920x1080 px","144 Hz",IPS,"Free Dos",,"60 Wh","37.493"
"Lenovo Loq 15IAX9 GTI132 Intel Core I5 12450HX 32GB 1tb SSD Rtx 4050 Freedos 15.6'' Fhd Taşınabilir Bilgisayar 83GS007WTR",Lenovo,"Lenovo Loq","https//www.akakce.com/oyun-bilgisayari/en-ucuz-lenovo-loq-15iax9-gti132-intel-core-i5-12450hx-32gb-1tb-ssd-rtx-4050-freedos-15-6-fhd-tasinabilir-bilgisayar-83gs007wtr-fiyati,966844075.html","1 TB",,,,,,,,,"6 GB","16 GB","3200 MHz",DDR4,"Full HD","15.6 inç","1920x1080 px","144 Hz",IPS,"Free Dos",,"60 Wh","37.297"
"Msı Cyborg 15 A13VEA19-897XTRA19 Intel Core I7 13620H 32GB 1tb SSD RTX4050 Freedos 15.6"" 144Hz Taşınabilir Bilgisayar","Msı","Msı Cyborg","https//www.akakce.com/oyun-bilgisayari/en-ucuz-msi-cyborg-15-a13vea19-897xtra19-intel-core-i7-13620h-32gb-1tb-ssd-rtx4050-freedos-15-6-144hz-tasinabilir-bilgisayar-fiyati,966875518.html","1 TB",,,,,,,,,"6 GB","16 GB","3200 MHz",DDR4,"Full HD","15.6 inç","1920x1080 px","144 Hz",IPS,"Free Dos",,"60 Wh","50.077"
"RaXius Zenith Z1 i7 4070-147KF004 i7-14700KF 32GB 512SSD RTX4070 FreeDOS Gaming Masaüstü Bilgisayar",RaXius,"RaXius Zenith","https//www.akakce.com/oyun-bilgisayari/en-ucuz-raxius-zenith-z1-i7-4070-147kf004-i7-14700kf-32gb-512ssd-rtx4070-freedos-gaming-masaustu-bilgisayar-fiyati,967982001.html","1 TB",,,,,,,,,"6 GB","16 GB","3200 MHz",DDR4,"Full HD","15.6 inç","1920x1080 px","144 Hz",IPS,"Free Dos",,"60 Wh","55.138"
"Turbox Tx6006 İ5 4440 16Gb Ram 512Gb Ssd 4Gb Rx550 23.6 Curved Oyun Hazır Sistem",Turbox,"Turbox Tx6006","https//www.akakce.com/oyun-bilgisayari/en-ucuz-turbox-tx6006-i5-4440-16gb-ram-512gb-ssd-4gb-rx550-23-6-curved-oyun-hazir-sistem-fiyati,968609436.html","1 TB",,,,,,,,,"6 GB","16 GB","3200 MHz",DDR4,"Full HD","15.6 inç","1920x1080 px","144 Hz",IPS,"Free Dos",,"60 Wh","12.617"
"CRTG3 Ryzen 7 7700 32GB DDR5 1TB NVMe RTX 4060Ti Gaming Hazır Sistem Tavsiyesi",CRTG3,"CRTG3 Ryzen","https//www.akakce.com/oyun-bilgisayari/en-ucuz-crtg3-ryzen-7-7700-32gb-ddr5-1tb-nvme-rtx-4060ti-gaming-hazir-sistem-tavsiyesi-fiyati,970327226.html","1 TB",,,,,,,,,"6 GB","16 GB","3200 MHz",DDR4,"Full HD","15.6 inç","1920x1080 px","144 Hz",IPS,"Free Dos",,"60 Wh","44.423"
"Asus Tuf Gaming F15 Intel Core I7 13620H 40GB 1tb SSD RTX4050/6GB 144Hz 15.6"" Fhd Fdos Taşınabilir Bilgisayar LP260 & Per4 Çanta LP260P323",Asus,"Asus Tuf","https//www.akakce.com/oyun-bilgisayari/en-ucuz-asus-tuf-gaming-f15-intel-core-i7-13620h-40gb-1tb-ssd-rtx4050-6gb-144hz-15-6-fhd-fdos-tasinabilir-bilgisayar-lp260-per4-canta-lp260p323-fiyati,971170180.html","1 TB",,,,,,,,,"6 GB","16 GB","3200 MHz",DDR4,"Full HD","15.6 inç","1920x1080 px","144 Hz",IPS,"Free Dos",,"60 Wh","59.344"
"Asus Tuf Gaming A16 Amd Ryzen 7 7435HS 96GB 2tb SSD RX7600S/8GB 95W 16"" Fhd+ 165Hz W11H Taşınabilir Bilgisayar & Per4 Çanta N3054P379",Asus,"Asus Tuf","https//www.akakce.com/oyun-bilgisayari/en-ucuz-asus-tuf-gaming-a16-amd-ryzen-7-7435hs-96gb-2tb-ssd-rx7600s-8gb-95w-16-fhd-165hz-w11h-tasinabilir-bilgisayar-per4-canta-n3054p379-fiyati,971214888.html","1 TB",,,,,,,,,"6 GB","16 GB","3200 MHz",DDR4,"Full HD","15.6 inç","1920x1080 px","144 Hz",IPS,"Free Dos",,"60 Wh","63.790"
"Casper Excalibur G870.1270-DQB0A-B i7-12700H 32 GB 1 TB NVMe SSD 8 GB RTX4060 W11H Dizüstü Bilgisayar",Casper,"Casper Excalibur","https//www.akakce.com/oyun-bilgisayari/en-ucuz-casper-excalibur-g870-1270-dqb0a-b-i7-12700h-32-gb-1-tb-nvme-ssd-8-gb-rtx4060-w11h-dizustu-bilgisayar-fiyati,974381911.html","1 TB",,,,,,,,,"6 GB","16 GB","3200 MHz",DDR4,"Full HD","15.6 inç","1920x1080 px","144 Hz",IPS,"Free Dos",,"60 Wh","51.199"
"Bugatek GM24-2156 Intel i5 2400 16GB Ram 256GB SSD GT740 4GB 128Bit Ekran Kartı 21.5"" Oyuncu Masaüstü Bilgisayar",Bugatek,"Bugatek GM24-2156","https//www.akakce.com/oyun-bilgisayari/en-ucuz-bugatek-gm24-2156-intel-i5-2400-16gb-ram-256gb-ssd-gt740-4gb-128bit-ekran-karti-21-5-oyuncu-masaustu-bilgisayar-fiyati,975144487.html","1 TB",,,,,,,,,"6 GB","16 GB","3200 MHz",DDR4,"Full HD","15.6 inç","1920x1080 px","144 Hz",IPS,"Free Dos",,"60 Wh","7.432"
"Turbox Tx6042 İ5 9400F 16Gb Ddr4 512Gb Ssd 8Gb Rx580 23.6 Curved Oyun Hazır Sistem",Turbox,"Turbox Tx6042","https//www.akakce.com/oyun-bilgisayari/en-ucuz-turbox-tx6042-i5-9400f-16gb-ddr4-512gb-ssd-8gb-rx580-23-6-curved-oyun-hazir-sistem-fiyati,976268297.html","1 TB",,,,,,,,,"6 GB","16 GB","3200 MHz",DDR4,"Full HD","15.6 inç","1920x1080 px","144 Hz",IPS,"Free Dos",,"60 Wh","16.867"
"Turbox Tx6101 İ7 8700 16Gb Ddr4 512Gb Ssd 8Gb Rx580 23.6 Curved Oyun Hazır Sistem",Turbox,"Turbox Tx6101","https//www.akakce.com/oyun-bilgisayari/en-ucuz-turbox-tx6101-i7-8700-16gb-ddr4-512gb-ssd-8gb-rx580-23-6-curved-oyun-hazir-sistem-fiyati,978064224.html","1 TB",,,,,,,,,"6 GB","16 GB","3200 MHz",DDR4,"Full HD","15.6 inç","1920x1080 px","144 Hz",IPS,"Free Dos",,"60 Wh","18.584"
"Dragos Drx7364 Ryzen 7 7800X3d 64Gb Ddr5 2Tb M.2 Nvme Ssd 32Gb Rtx5090 Oyun Hazır Sistem",Dragos,"Dragos Drx7364","https//www.akakce.com/oyun-bilgisayari/en-ucuz-dragos-drx7364-ryzen-7-7800x3d-64gb-ddr5-2tb-m-2-nvme-ssd-32gb-rtx5090-oyun-hazir-sistem-fiyati,978158390.html","1 TB",,,,,,,,,"6 GB","16 GB","3200 MHz",DDR4,"Full HD","15.6 inç","1920x1080 px","144 Hz",IPS,"Free Dos",,"60 Wh","200.644"
"Lenovo LOQ 15IAX9 83GS00PCTR Intel Core i5-12600HX 15.6 "" 12 GB RAM DDR5 1 TB SSD RTX3050-6GB 95W IPS FreeDOS Laptop",Lenovo,"Lenovo LOQ","https//www.akakce.com/oyun-bilgisayari/en-ucuz-lenovo-loq-15iax9-83gs00pctr-intel-core-i5-12600hx-15-6-12-gb-ram-ddr5-1-tb-ssd-rtx3050-6gb-95w-ips-freedos-laptop-fiyati,979452089.html","1 TB",,,,,,,,,"6 GB","16 GB","3200 MHz",DDR4,"Full HD","15.6 inç","1920x1080 px","144 Hz",IPS,"Free Dos",,"60 Wh","30.699"
"Lenovo LOQ 15IAX9I 83FQ000UTRAR17 Intel Core i5-12450HX 15.6 "" 8 GB RAM 256 GB SSD ARC A530M FHD W11 Home Notebook",Lenovo,"Lenovo LOQ","https//www.akakce.com/oyun-bilgisayari/en-ucuz-lenovo-loq-15iax9i-83fq000utrar17-intel-core-i5-12450hx-15-6-8-gb-ram-256-gb-ssd-arc-a530m-fhd-w11-home-notebook-fiyati,983473201.html","1 TB",,,,,,,,,"6 GB","16 GB","3200 MHz",DDR4,"Full HD","15.6 inç","1920x1080 px","144 Hz",IPS,"Free Dos",,"60 Wh","27.294"
"Hp Victus Ryzen 7 Pro 7840HS 64 GB 512 GB 6gb RTX4050 16.1'' 144Hz Freedos Gaming Laptop",Hp,"Hp Victus","https//www.akakce.com/oyun-bilgisayari/en-ucuz-hp-victus-ryzen-7-pro-7840hs-64-gb-512-gb-6gb-rtx4050-16-1-144hz-freedos-gaming-laptop-fiyati,985219346.html","1 TB",,,,,,,,,"6 GB","16 GB","3200 MHz",DDR4,"Full HD","15.6 inç","1920x1080 px","144 Hz",IPS,"Free Dos",,"60 Wh","51.281"
"Lenovo Loq 15IRX9 I7 13650HX 16GB 512GB SSD 8gb RTX4060 (115W) 15.6"" 144Hz Freedos 83DV00W5TR K7",Lenovo,"Lenovo Loq","https//www.akakce.com/oyun-bilgisayari/en-ucuz-lenovo-loq-15irx9-i7-13650hx-16gb-512gb-ssd-8gb-rtx4060-115w-15-6-144hz-freedos-83dv00w5tr-k7-fiyati,987001525.html","1 TB",,,,,,,,,"6 GB","16 GB","3200 MHz",DDR4,"Full HD","15.6 inç","1920x1080 px","144 Hz",IPS,"Free Dos",,"60 Wh","53.234"
"Warp Optima Rgb Sıvı Soğutma Intel 12400F 16GB Rgb Ram 512GB Rtx 3060 12GB Beyaz Oyuncu Bilgisayarı",Warp,"Warp Optima","https//www.akakce.com/oyun-bilgisayari/en-ucuz-warp-optima-rgb-sivi-sogutma-intel-12400f-16gb-rgb-ram-512gb-rtx-3060-12gb-beyaz-oyuncu-bilgisayari-fiyati,991873109.html","1 TB",,,,,,,,,"6 GB","16 GB","3200 MHz",DDR4,"Full HD","15.6 inç","1920x1080 px","144 Hz",IPS,"Free Dos",,"60 Wh","29.999"
"Lenovo LOQ 15IAX9 83GS00PDTR-03 Intel Core i5-12600HX 16GB 512GB+1TB SSD RTX3050-6GB 15.6"" IPS FreeDos",Lenovo,"Lenovo LOQ","https//www.akakce.com/oyun-bilgisayari/en-ucuz-lenovo-loq-15iax9-83gs00pdtr-03-intel-core-i5-12600hx-16gb-512gb-1tb-ssd-rtx3050-6gb-15-6-ips-freedos-fiyati,992310597.html","1 TB",,,,,,,,,"6 GB","16 GB","3200 MHz",DDR4,"Full HD","15.6 inç","1920x1080 px","144 Hz",IPS,"Free Dos",,"60 Wh","29.399"
"Exper Xera PC Flex Xc327 PBA İ7 12700F B760 2X8Gb 1TB M2 SSD Rtx4070 12Gb Corsair Mid-Twr Gam.Case +Cv750 Gaming Oyuncu Bilgisayarı",Exper,"Exper Xera","https//www.akakce.com/oyun-bilgisayari/en-ucuz-exper-xera-pc-flex-xc327-pba-i7-12700f-b760-2x8gb-1tb-m2-ssd-rtx4070-12gb-corsair-mid-twr-gam-case-cv750-gaming-oyuncu-bilgisayari-fiyati,1000861478.html","1 TB",,,,,,,,,"6 GB","16 GB","3200 MHz",DDR4,"Full HD","15.6 inç","1920x1080 px","144 Hz",IPS,"Free Dos",,"60 Wh","53.900"
"Lenovo LOQ 83FQ000UTR09 i5-12450HX 16 GB 512 GB SSD A530M 15.6"" W11P Dizüstü Bilgisayar",Lenovo,"Lenovo LOQ","https//www.akakce.com/oyun-bilgisayari/en-ucuz-lenovo-loq-83fq000utr09-i5-12450hx-16-gb-512-gb-ssd-a530m-15-6-w11p-dizustu-bilgisayar-fiyati,1001522235.html","1 TB",,,,,,,,,"6 GB","16 GB","3200 MHz",DDR4,"Full HD","15.6 inç","1920x1080 px","144 Hz",IPS,"Free Dos",,"60 Wh","25.599"
"Erazer 15.6"" Deputy P60 MD62624 Core I7 13620H 16GB- 1tb M2 Nvme 8gb RTX4070 W11H - Siyah",Erazer,"Erazer 15.6""","https//www.akakce.com/oyun-bilgisayari/en-ucuz-erazer-15-6-deputy-p60-md62624-core-i7-13620h-16gb-1tb-m2-nvme-8gb-rtx4070-w11h-siyah-fiyati,1001676929.html","1 TB",,,,,,,,,"6 GB","16 GB","3200 MHz",DDR4,"Full HD","15.6 inç","1920x1080 px","144 Hz",IPS,"Free Dos",,"60 Wh","70.511"
"MSI MPG TRIDENT 3 ARCTIC 11SA-074TR i5-11400F 16 GB 1 TB SSD GTX1650 Masaüstü Oyun Bilgisayarı",MSI,"MSI MPG","https//www.akakce.com/oyun-bilgisayari/en-ucuz-msi-mpg-trident-3-arctic-11sa-074tr-i5-11400f-16gb-ram-1tb-ssd-4gb-gtx1650-w10-siyah-gaming-pc-fiyati,1744544841.html","1 TB","Intel Core i5","11. Nesil","i5-11400F",,,NVIDIA,"GTX 1650",Harici,"4 GB","16 GB","3200 MHz",DDR4,"Full HD","15.6 inç","1920x1080 px","144 Hz",IPS,"Windows 10 Home",,"60 Wh","53.499"
"Asus Tuf Gaming İNTEL CORE İ7 12700H F15 FX507ZC4-HN011 32GB Ddr4 Ram 512GB SSD 4gb RTX3050 15.6inç Fhd 144Hz WINDOWS11HOME Taşınabilir Bilgisayar HN011113+ZETTAÇANTA",Asus,"Asus TUF Gaming","https//www.akakce.com/oyun-bilgisayari/en-ucuz-asus-tuf-gaming-intel-core-i7-12700h-f15-fx507zc4-hn011-32gb-ddr4-ram-512gb-ssd-4gb-rtx3050-15-6inc-fhd-144hz-windows11home-tasinabilir-bilgisayar-hn011113-zettacanta-fiyati,293035731.html","512 GB","Intel Core i7",,"i7-12700H",14,,NVIDIA,"RTX 3050",Harici,"6 GB","32 GB","3200 MHz",DDR4,"Full HD","15.6 inç","1920x1080 px","144 Hz",IPS,"Windows 11 Home",,"56 Wh","51.006"
